name,brand,category,subcategory,oliveyoung_id,oliveyoung_rank,source_url,raw_ingredients_text
바이오더마 세비엄 H2O,바이오더마,cleansing,cleansing,A000000230980,11,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000230980&dispCatNo=100000100100005&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%9B%8C%ED%84%B0/%EB%B0%80%ED%81%AC_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=12,"정제수, 피이지-6카프릴릭/카프릭글리세라이즈, 소듐시트레이트, 시트릭애씨드, 다이소듐이디티에이, 징크글루코네이트, 세트리모늄브로마이드, 카퍼설페이트, 프룩토올리고사카라이드, 만니톨, 람노오스, 자일리톨, 프로필렌글라이콜, 은행나무잎추출물, 향료"
브링그린 티트리 시카 센시티브 클렌징 워터,브링그린,cleansing,cleansing,A000000185118,12,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185118&dispCatNo=100000100100005&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%9B%8C%ED%84%B0/%EB%B0%80%ED%81%AC_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=13,"정제수, 다이프로필렌글라이콜, 폴리글리세릴-4카프레이트, 1,2-헥산다이올, 티트리추출물*, 티트리잎추출물*, 티트리꽃/잎/줄기추출물*, 티트리잎수*, 티트리잎오일*, 병풀추출물, 트레할로오스, 다이에톡시에틸석시네이트, 베타인, 폴리글리세릴-3코코에이트, 폴리글리세릴-6리시놀리에이트, 폴리글리세릴-6카프릴레이트, 알란토인, 다이소듐이디티에이, 다이포타슘글리시리제이트, 하이드록시아세토페논, 에틸헥실글리세린"
바이오더마 하이드라비오 H2O,바이오더마,cleansing,cleansing,A000000230983,13,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000230983&dispCatNo=100000100100005&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%9B%8C%ED%84%B0/%EB%B0%80%ED%81%AC_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=14,"정제수, 글리세린, 피이지-6카프릴릭/카프릭글리세라이즈, 다이소듐이디티에이, 만니톨, 자일리톨, 세트리모늄브로마이드, 람노오스, 나이아신아마이드, 헥실데칸올, 소듐하이드록사이드, 사과씨추출물, 유채스테롤, 토코페롤, 향료"
주미소 디판테놀 베리어 수딩 클렌징밀크,주미소,cleansing,cleansing,A000000237461,14,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000237461&dispCatNo=100000100100005&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%9B%8C%ED%84%B0/%EB%B0%80%ED%81%AC_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=15,"마트리카리아꽃수, 정제수, 에틸헥실팔미테이트, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 트라이프로필렌글라이콜, 1,2-헥산다이올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 세테아릴알코올, 글리세릴스테아레이트에스이, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 솔비탄스테아레이트, 세테아릴올리베이트, 코코-글루코사이드, 솔비탄올리베이트, 알지닌, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 에틸헥실글리세린, 아마씨오일, 판테놀, 수크로오스코코에이트, 파파인, 소듐글루코네이트, 시트릭애씨드, 말토덱스트린, 해바라기씨오일, 호호바씨오일, 토코페롤, 아데노신, 소듐구아이아줄렌설포네이트*, 세라마이드엔피, 2,3-부탄다이올, 하이드로제네이티드레시틴, 글리세릴스테아레이트, 콜레스테롤, 세라마이드에이에스, 세라마이드에이피, 세라마이드엔에스, 세라마이드이오피"
토리든 다이브인 저분자 히알루론산 클렌징밀크,토리든,cleansing,cleansing,A000000248122,15,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000248122&dispCatNo=100000100100005&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%9B%8C%ED%84%B0/%EB%B0%80%ED%81%AC_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=17,"정제수, 에틸헥실팔미테이트, 세틸에틸헥사노에이트, 글리세린, 폴리글리세릴-4카프레이트, 폴리글리세릴-6카프릴레이트, 트라이프로필렌글라이콜, 하이알루로닉애씨드, 포타슘하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 다이메틸실란올하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드(2,000ppb), 아세틸헥사펩타이드-8, 카퍼트라이펩타이드-1, 팔미토일펜타펩타이드-4, 팔미토일트라이펩타이드-1, 트라이펩타이드-1, 헥사펩타이드-9, 노나펩타이드-1, 판테놀, 알란토인, 에틸헥실글리세린, 글루코오스, 말토덱스트린, 부틸렌글라이콜, 스테아릴알코올, 카프릴릴글라이콜, 1,2-헥산다이올, 아라키딜알코올, 세테아릴올리베이트, 솔비탄올리베이트, 세테아릴글루코사이드, 세틸알코올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 소듐폴리아크릴로일다이메틸타우레이트, 하이드록시아세토페논, 세테아릴알코올, 하이드롤라이즈드치자추출물, 말라카이트추출물"
라로슈포제 미셀라 클렌징워터 센시티브,라로슈포제,cleansing,cleansing,A000000102238,16,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000102238&dispCatNo=100000100100005&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%9B%8C%ED%84%B0/%EB%B0%80%ED%81%AC_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=18,정제수 글리세린 피이지-7카프릴릭/카프릭글리세라이드 폴록사머124 폴록사머184 피이지-6카프릴릭/카프릭글리세라이드 폴리소르베이트80 디소듐이디티에이 비에이치티 미르트리모늄브로마이드
뉴트로지나 딥클린 클렌징 로션,뉴트로지나,cleansing,cleansing,A000000000463,17,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000000463&dispCatNo=100000100100005&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%9B%8C%ED%84%B0/%EB%B0%80%ED%81%AC_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=20,"정제수,이소노닐이소노나노에이트,사이클로메치콘,이소스테아릴팔미테이트,세틸에칠헥사노에이트,펜타에리스리틸테트라에칠헥사노에이트,헥실렌글라이콜,슈크로오스코코에이트,피이지-6카프릴릭/카프릭글리세라이드,카보머,메칠파라벤,디소듐이디티에이,프로필파라벤,소듐하이드록사이드"
아벤느 미셀라 클렌징 워터,아벤느,cleansing,cleansing,A000000206932,18,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000206932&dispCatNo=100000100100005&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%9B%8C%ED%84%B0/%EB%B0%80%ED%81%AC_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=21,온천수(아벤느 온천수) 글리세린 펜틸렌글라이콜 씨트릭애씨드 코코-글루코사이드 에칠라우로일알지네이트하이드로클로라이드 향료 폴리글리세릴-4카프레이트 폴리글리세릴-6카프릴레이트 트레할로오스 정제수
파티온 노스카나인 클렌징워터,파티온,cleansing,cleansing,A000000169509,19,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000169509&dispCatNo=100000100100005&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%9B%8C%ED%84%B0/%EB%B0%80%ED%81%AC_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=23,"정제수, 부틸렌글라이콜, 다이프로필렌글라이콜, 펜틸렌글라이콜, 돌콩추출물, 쑥잎추출물, 소듐헤파린, 1,2-헥산다이올, 판테놀, 코카미도프로필하이드록시설테인, 미리스타민옥사이드, 비스-에톡시다이글라이콜사이클로헥산1,4-다이카복실레이트, 카프릴릴글라이콜, 에틸헥실글리세린, 알란토인, 카프릴릴/카프릴글루코사이드, 데실글루코사이드, 소듐시트레이트, 글리세린, 시트릭애씨드, 옥탄다이올, 토코페롤, 하이드록시아세토페논, 폴리글리세릴-10라우레이트"
유리아쥬 레데마끼앙,유리아쥬,cleansing,cleansing,A000000014359,20,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000014359&dispCatNo=100000100100005&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%9B%8C%ED%84%B0/%EB%B0%80%ED%81%AC_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=24,"정제수, 온천수, 해바라기씨오일, 옥틸도데칸올, C13-15알케인, 글리세린, 1,2-헥산다이올, 폴리솔베이트60, 향료, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 소듐벤조에이트, 소듐폴리아크릴레이트, 토코페릴아세테이트, 소듐하이드록사이드, 에델바이스꽃/잎추출물, 시트릭애씨드"
닥터지 브라이트닝 필링젤,닥터지,cleansing,cleansing,A000000162279,1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000162279&dispCatNo=100000100100007&trackingCd=Cat100000100100007_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%95%84%EB%A7%81&%EC%8A%A4%ED%81%AC%EB%9F%BD_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1,"정제수, 셀룰로오스, 다이프로필렌글라이콜, 글리세릴카프릴레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카프릴릴글라이콜, 알란토인, 판테놀, 폴리글리세릴-10라우레이트, 프로판다이올, 알지닌, 다이소듐이디티에이, 글리세린, 1,2-헥산다이올, 부틸렌글라이콜, 소듐하이알루로네이트, 글라이코스핑고리피드, 하이드록시프로필트라이모늄하이알루로네이트, 아스코빅애씨드, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트"
일소 슈퍼 멜팅 세범 소프트너,일소,cleansing,cleansing,A000000225736,2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225736&dispCatNo=100000100100007&trackingCd=Cat100000100100007_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%95%84%EB%A7%81&%EC%8A%A4%ED%81%AC%EB%9F%BD_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2,"정제수, 1,2-헥산다이올, 글리세린, 영지버섯추출물, 흰버드나무껍질추출물, 더덕뿌리추출물, 우엉뿌리추출물, 시넨스국화꽃추출물, 부틸렌글라이콜, 폴리글리세릴-10올리에이트, 겨우살이잎추출물, 버지니아풍년화추출물, 하이드로제네이티드레시틴, 폴리글리세릴-10아이소스테아레이트, 라벤더추출물, 피토스테롤, 에틸헥실글리세린, 스타아니스추출물, 소듐글루코네이트, 라벤더오일, 판테놀, 황금추출물, 파파야열매추출물, 스쿠알란, 글루코오스, 마트리카리아꽃추출물, 병풀추출물, 매실추출물, 사과추출물, 포도추출물, 파파인, 약모밀추출물, 편백잎추출물, 오레가노잎추출물, 쇠비름추출물, 육계나무껍질추출물, 락토바실러스/콩발효추출물, 마데카소사이드, 마트리카리아꽃추출물, 시트릭애씨드, 치자추출물, 호장근뿌리추출물, 까무까무열매추출물, 카카두플럼추출물"
프리메라 마일드 앤 퍼펙트 페이셜 필링,프리메라,cleansing,cleansing,A000000231310,3,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000231310&dispCatNo=100000100100007&trackingCd=Cat100000100100007_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%95%84%EB%A7%81&%EC%8A%A4%ED%81%AC%EB%9F%BD_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=3,"정제수, 글리세린, 스테아트리모늄메토설페이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 이소프로필알코올, 디스테아릴디모늄클로라이드, 리모넨, 코카미도프로필베타인, 부틸렌글라이콜, 향료, 리날룰, 소듐클로라이드, 브로콜리추출물, 소듐벤조에이트, 인도멀구슬나무추출물, 보리지추출물, 방울양배추추출물, 해바라기추출물, 야생딸기잎추출물, 인디언구스베리추출물, 폴리쿼터늄-51, 페녹시에탄올,디소듐이디티에이"
파파레서피 블레미쉬 효소파우더 클렌저,파파레서피,cleansing,cleansing,A000000237644,4,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000237644&dispCatNo=100000100100007&trackingCd=Cat100000100100007_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%95%84%EB%A7%81&%EC%8A%A4%ED%81%AC%EB%9F%BD_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=5,"옥수수전분, 소듐코코일이세티오네이트, 소듐팔미네이트, 소듐라우로일글루타메이트, 다이글리세린, 호두나무열매껍질가루, 시트릭애씨드, 쌀가루, 알란토인, 향료, 말토덱스트린, 파파인(1923.92ppm), 정제수, 락토바이오닉애씨드, 글리세린, 코튼씨추출물, 부틸렌글라이콜, 1,2-헥산다이올, 신선초잎/줄기추출물, 쌀추출물, 쇠비름추출물, 홍삼추출물, 송이버섯추출물, 로즈마리잎추출물, 황금추출물, 알부틴, 글루코노락톤, 소듐벤조에이트, 쌀발효여과물, 칼슘글루코네이트"
마녀공장 갈락 필링젤,마녀공장,cleansing,cleansing,A000000150105,5,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000150105&dispCatNo=100000100100007&trackingCd=Cat100000100100007_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%95%84%EB%A7%81&%EC%8A%A4%ED%81%AC%EB%9F%BD_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6,"정제수, 다이프로필렌글라이콜, 셀룰로오스, 프로필렌글라이콜, 쿼터늄-60, 카보머, 1,2-헥산다이올, 카프릴릴글라이콜, C12-14알케스-12, 알란토인, 갈락토미세스발효여과물(980ppm), 자일리틸글루코사이드, 다이소듐이디티에이, 안하이드로자일리톨, 자일리톨, 글루코노락톤, 말토덱스트린, 오렌지껍질오일, 글루코오스, 소듐하이알루로네이트, 파파인, 일랑일랑꽃오일, 광곽향오일, 소듐메타바이설파이트, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 리모넨"
스킨시그널 클레이 효소클렌저,스킨시그널,cleansing,cleansing,A000000219984,6,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000219984&dispCatNo=100000100100007&trackingCd=Cat100000100100007_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%95%84%EB%A7%81&%EC%8A%A4%ED%81%AC%EB%9F%BD_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=8,"옥수수전분(NON GMO), 소듐코코일이세티오네이트, 소듐라우로일글루티메이트, 카올린, 일라이트, 소듐하이알루로네이트, 파파인, 글루코오스, 마데카소사이드, 병풀추출물, 살리실릭애씨드 (BHA 0.5%)"
라씨엘르 엔자임 곡물 클렌징 파우더워시,라씨엘르,cleansing,cleansing,A000000184949,7,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000184949&dispCatNo=100000100100007&trackingCd=Cat100000100100007_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%95%84%EB%A7%81&%EC%8A%A4%ED%81%AC%EB%9F%BD_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=10,"옥수수전분 , 소듐코코일이세티오네이트 , 녹두가루 , 소듐라우로일글루타메이트 , 쌀겨 다이글리세린 , 코코넛애씨드 , 베타인 , 셀룰로오스검 , 알란토인 , 소듐이세티오네이트 , 정제수 , 귀리커넬가루 보리가루 , 율무씨가루 , 녹차가루 , 밀배아추출물 , 말토덱스트린 , 프로테아제 , 수퍼옥사이드디스뮤타아제"
비플레인 녹두 모공 스케일링 워터,비플레인,cleansing,cleansing,A000000228792,8,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000228792&dispCatNo=100000100100007&trackingCd=Cat100000100100007_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%95%84%EB%A7%81&%EC%8A%A4%ED%81%AC%EB%9F%BD_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=11,"정제수, 트로메타민, 1,2-헥산다이올, 부틸렌글라이콜, 알지닌, 프로판다이올, 폴리글리세릴-6다이카프레이트, 폴리아크릴레이트크로스폴리머-6, 메틸프로판다이올, 데하이드로잔탄검, 소듐코코일알라니네이트, 에틸헥실글리세린, 비니거, 녹두추출물 (500ppm), 하이드롤라이즈드스클레로튬검, 알란토인, 다이포타슘글리시리제이트, 물망초꽃/잎/줄기추출물, 원추리꽃추출물, 포도추출물, 사과추출물, 매실추출물, 파파야열매추출물, 석시닉애씨드, 글루코노락톤, 시트릭애씨드, 카프릴로일살리실릭애씨드, 베타인살리실레이트, 스위트아몬드열매추출물, 흰목이버섯추출물, 타히보껍질추출물"
바닐라코 클린잇제로 티트리 포어 필링 젤,바닐라코,cleansing,cleansing,A000000205458,9,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000205458&dispCatNo=100000100100007&trackingCd=Cat100000100100007_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%95%84%EB%A7%81&%EC%8A%A4%ED%81%AC%EB%9F%BD_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=12,"정제수, 다이프로필렌글라이콜, 셀룰로오스, 아이소스테아라미도프로필에틸다이모늄에토설페이트, 프로필렌글라이콜, 글리세린, 1,2-헥산다이올, 카보머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카프릴릴글라이콜, 티트리잎가루(3,000ppm), C12-14알케스-12, 알란토인, 향료, 인도멀구슬나무잎추출물, 다이소듐이디티에이, 인도멀구슬나무꽃추출물, 베타인살리실레이트, 카프릴로일살리실릭애씨드, 시트릭애씨드, 글루코노락톤, 소듐시트레이트, 토마토추출물, 소듐하이알루로네이트, 카페인, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트"
수이사이 파우더 워시,수이사이,cleansing,cleansing,A000000139762,10,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000139762&dispCatNo=100000100100007&trackingCd=Cat100000100100007_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%95%84%EB%A7%81&%EC%8A%A4%ED%81%AC%EB%9F%BD_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=13,"탤크, 소듐코코일이세티오네이트, 소듐C14-16올레핀설포네이트, 소듐라우로일글루타메이트, 포타슘라우레이트, 소듐미리스토일글루타메이트 카라기난, 실크가루, 메티콘, 메틸파라벤, 아이소스테아릴알코올, 비에이치티, 다이프로필렌글라이콜, 에틸글루코사이드, 락틱애씨드, 포타슘하이드록사이드, 프로테아제, 소듐하이알루로네이트, 리파아제"
메디필 엑스트라 슈퍼9 플러스 3X,메디필,cleansing,cleansing,A000000224468,11,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000224468&dispCatNo=100000100100007&trackingCd=Cat100000100100007_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%95%84%EB%A7%81&%EC%8A%A4%ED%81%AC%EB%9F%BD_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=14,"정제수, 트로메타민, 글리세린, 두송열매추출물, 비누풀뿌리추출물, 살비아잎추출물, 페퍼민트잎추출물, 겨우살이추출물, 버독뿌리추출물, 서양고추나물추출물, 버지니아풍년화수, 레몬밤잎추출물, 폴리글리세릴-10미리스테이트, 부틸렌글라이콜, 하이드록시아세토페논, 다이프로필렌글라이콜, 카프릴릴글라이콜, 베타인, 다이소듐이디티에이, 1,2-헥산다이올, 소듐하이알루로네이트, 파파야열매추출물, 카카두플럼추출물, 마트리카리아꽃추출물, 쇠비름추출물, 호장근뿌리추출물, 치자추출물, 아사이팜열매추출물, 까무까무열매추출물, 가자열매추출물, 부틸아보카데이트, 에틸헥실글리세린, 병풀추출물, 살리실릭애씨드, 글루코노락톤, 목련나무껍질추출물, 아세틸헥사펩타이드-8, 카퍼트라이펩타이드-1, 팔미토일펜타펩타이드-4, 트라이펩타이드-1, 팔미토일트라이펩타이드-1, 헥사펩타이드-9, 토코페롤, 노나펩타이드-1, 락틱애씨드, 시트릭애씨드, 향료."
닥터멜락신 필 샷 각질 케어 쌀 앰플 고마쥬 필링 젤,닥터멜락신,cleansing,cleansing,A000000229956,12,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000229956&dispCatNo=100000100100007&trackingCd=Cat100000100100007_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%95%84%EB%A7%81&%EC%8A%A4%ED%81%AC%EB%9F%BD_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=17,"쌀겨수(640,000ppm), 다이프로필렌글라이콜, 정제수, 트라이프로필렌글라이콜, 셀룰로오스, 프로판다이올, 부틸렌글라이콜, 1,2-헥산다이올, 카보머, 스테아트라이모늄메토설페이트, 글리세린, 사카라이드아이소머레이트, 아이소프로필알코올, 하이드록시아세토페논, 글리세레스-25피씨에이아이소스테아레이트, 세틸에틸헥사노에이트, 에틸헥실팔미테이트, 스쿠알란, 에틸헥실글리세린, 수크로오스다이스테아레이트, 카프릴릭/카프릭트라이글리세라이드, 하이드롤라이즈드치자추출물, 하이드롤라이즈드맥아추출물, 하이드롤라이즈드삼색제비꽃추출물, 다이소듐이디티에이, 향료, 하이드로제네이티드레시틴, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트, 나이아신아마이드, 쌀추출물(100,000ppb), 시트릭애씨드, 소듐시트레이트, 황련뿌리추출물, 카카오씨추출물, 덱스트린, 글루코노락톤"
듀이트리 하이 아미노 올 효소 파우더워시,듀이트리,cleansing,cleansing,A000000232002,13,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000232002&dispCatNo=100000100100007&trackingCd=Cat100000100100007_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%95%84%EB%A7%81&%EC%8A%A4%ED%81%AC%EB%9F%BD_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=18,"옥수수전분,소듐코코일글라이시네이트,포타슘미리스테이트,실리카,소듐폴리아크릴레이트,풀루란,효모추출물,올리브오일,불가리스쑥오일,로즈마리잎오일,두송열매오일,갈바눔수지오일,소듐하이알루로네이트,자작나무수액,베타인,정제수,만니톨,1,2-헥산다이올,파파인, 브로멜라인,소이아미노산(100ppm),프로테아제,나이아신아마이드,쌀전분,카올린,카프릴로일살리실릭 애씨드,부틸렌글라이콜 *3종 효소 콤플렉스 총 함량 1,000ppm 함유 (파파인,브로멜라인,프로테아제)"
라운드랩 1025 독도 필링젤,라운드랩,cleansing,cleansing,A000000163814,14,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000163814&dispCatNo=100000100100007&trackingCd=Cat100000100100007_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%95%84%EB%A7%81&%EC%8A%A4%ED%81%AC%EB%9F%BD_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=19,"정제수, 다이프로필렌글라이콜, 셀룰로오스, 글리세린, 부틸렌글라이콜, 해수, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 판테놀, 다이포타슘글리시리제이트, 알란토인, 글리세레스-25피씨에이아이소스테아레이트, 프로판다이올, 카프릴릴글라이콜, 프로테아제, 락토바이오닉애씨드, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 1,2-헥산다이올, 바이오사카라이드검-1, 에틸헥실글리세린, 하이드록시에틸셀룰로오스, 트로메타민, 암모늄폴리아크릴로일다이메틸타우레이트, 글리세레스-26, 다이소듐이디티에이, 펜틸렌글라이콜, 하이드록시아세토페논"
케어존 딥클린 젠틀필링젤,케어존,cleansing,cleansing,A000000155992,15,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000155992&dispCatNo=100000100100007&trackingCd=Cat100000100100007_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%95%84%EB%A7%81&%EC%8A%A4%ED%81%AC%EB%9F%BD_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=20,"정제수, 쿼터늄-60, 프로필렌글라이콜, 카보머, 디프로필렌글라이콜, 세이지잎추출물, 자몽추출물, 라임추출물, 빌베리열매/잎추출물, 사탕수수추출물, 설탕단풍추출물, 오렌지추출물, 레몬추출물, 부틸렌글라이콜, 페녹시에탄올, 메칠파라벤, 향료"
